publication_year	author	title	publisher
1686	Pontinus, Samuel (1658-1712)	Fons salutis, eller, den torstige siälens drickande medelst troones kierille, aff helsobrunnen Jesu: effter lekamlig tingz, som wid suurbrunnar i ackt tages, möyeligste anledning. Förestelt Iacobi dagh åhr 1684. i predikan, wid Medevi suurbrunnar i Östergötland ... Sedan effter begäran til trycket utgifwen, aff Samuele Pontino .	NA
1642	NA	Een skön och liuffligh Prophetia Sibyllæ stält på rijm, hwilken innehåller om Christi tilkommelse, pijna och dödh	NA
1648	Prytz, Petrus Andreae (1668-NA)	Oratio de laudibus Gothoburgi	NA
1670	NA	Thenna nyia psalmbook innehåller 12. böcker, som på andra sijdan äro anteknade	NA
1690	Pythagoras, 	Ta chrysa kaloumena Pythagorou epe	NA
1647	Rosinus, Richardus Richardi (1676-NA)	Oratio in laudem navigationis	NA
1684	Rymonius, Nicolaus Benedicti (1625-1705)	Solatium animarum piorum	NA
1693	Spegel, Haquin (1645-1714)	Sacrorum textuum, qvi feriæ III solennium supplicationum Anno 1693 adscripti sunt	NA
1693	Spegel, Haquin (1645-1714)	Sacrorum textuum, qvi feria IVta supplicationum solennium, Anno 1693	NA
1694	Spegel, Haquin (1645-1714)	Primæ supplicationum, solennium feriæ, Anno 1694 textus primus, .	NA
1694	Spegel, Haquin (1645-1714)	Simplex & succincta explicatio textus primi, ... tertiâ precum publicarum feria, Anno 1694	NA
1695	Spegel, Haquin (1645-1714)	Feriæ IIdæ precum publicarum, Anno 1695, die 7. Junii, textus primus	NA
1695	Spegel, Haquin (1645-1714)	Feriæ tertiæ precum solennium, Anno 1695 d. 5. Julii, textus primus	NA
1695	Spegel, Haquin (1645-1714)	Feriæ qvartæ precum publicarum Anno 1695, d. 2. Augusti textus primus	NA
1698	Spegel, Haquin (1645-1714)	Textus primi ... primâ precum solenn. die, qvæ est 29 April: Anno 1698	NA
1698	Spegel, Haquin (1645-1714)	Textus primi, ... qvi secunda i supplicatm solennm. die nim: 17 junii Anno 1698	NA
1669	Sperling, Johann (1603-1658)	Synopsis physica Johannis Sperlings .	NA
1674	Spole, Anders (1630-1699)	Almanach, på thet åhr ... 1675 ...	NA
1679	Svebilius, Olof (1624-1700)	Venerando clero dioceseos Lincopensis, S.P.D	NA
1671	Tegel, Erik Jöransson (1563-1636)	Breviarium Gustavianum. Thet är: ett kort vthtogh aff k. Gustaffz den förstes historia, begynnandes på thet åhret 1518 ... först wijdlöfftigt sammanskrifwen aff fordom ... Erich Jörenson Tegell, och åhr, 1622. in folio aff trycket vthgången: men nu kortteligen extraherat, och vthi thenna mindre form, bracht: medh ett ympnigt åhrs register: aff Christopher L: Grubb. .	NA
1676	Terentius, 	P Terentivs a m. Antonio Mureto emendatus, et argumentis ab eodem illustratus. Cum indice vocum antiqvarum apud Terentium. In usum scholarum dioeceseos Lincopensis	NA
1675	Terserus, Adolphus Elai (1604-1659)	Grammatica latina in compendium redacta, et in usum collegii ad s. Claram adornata	NA
1673	Terserus, Johannes Elai (1605-1678)	Reverendi, ... dnn. præpositi, pastores ... in dioecesi Lincopensi, .	NA
1673	Terserus, Johannes Elai (1605-1678)	Spörsmåls book öfwer catechismum sampt medh Lutheri förklaring	NA
1673	Terserus, Johannes Elai (1605-1678)	Een christeligh predikan öfwer ... konung Carls then elfftes ... inträde til regementet som skedde vthi konglige residentz staden Stockholm, åhr 1672 den 14 decembris	NA
1645	Ungius, Petrus Johannis (1655-NA)	Oratio de synodorum utilitate et necessitate	NA
1673	Vallander, Petrus Johannis (1690-NA)	Laudes studiorum humaniorum oratione brevi comprehensæ	NA
1683	NA	Een mycket tänckwerdigh andeligh wijsa, hwilken een christtrogen menniskia påminner sigh thet gambla åhret, och beder Gudh om ett godt nytt åhr igen	NA
1683	NA	Twå sköna andelig wijsor,	NA
1686	NA	Twå sorgelige klage-wijsor, öfwer twenne vnga scholæ personers dödh som i Linkiöpingz ström olyckeligen vthi watnet omkommo och borto blefwo den 10 junij anno 1686	NA
1687	NA	Tree [sköna] nyia wijsor,	NA
1675	NA	Een kämpe-wijsa, om then träffeliga hielten Olger Dansk, huruledes han vthi en strijdh öfwerwan then stora hielten Buurman	NA
1680	NA	Twänne sköne och lustige wijsor,	NA
1691	NA	Tre sköne kärleekz klage-wijsor,	NA
1693	Vives, Juan Luis (1492-1540)	Ludov. Vivis Jntroductio ad sapientiam, juxta exemplar Basileense recusa	NA
1682	Voigt, Johann Heinrich (1613-1691)	Johan Henrich Voigtz Raritetz Almanach ... 1683	NA
1683	Voigt, Johann Heinrich (1613-1691)	Johan Henrich Voigtz Vthräknade Almanach ... 1684	NA
1684	Voigt, Johann Heinrich (1613-1691)	Johan Henrich Voitz Raritetz Almanach uppå thet åhret ... 1685	NA
1685	Voigt, Johann Heinrich (1613-1691)	Krig- och Fredz-Almanach 1686	NA
1689	Voigt, Johann Heinrich (1613-1691)	Allmanach på thet åhr ... 1690.	NA
1685	Vossius, Gerardus Joannis (1577-1649)	Ger. Jo. Vossii Elementa rhetorica	NA
1793	Benzelius, Erik (1675-1743)	Utdrag utur Anecdota Benzeliana eller egenhändiga märkvärdiga anteckningar af framl. ärke-biskopen Eric Benzelius den yngre, inehållande historiska upplysningar om händelser serdeles i slutet af förra och början af detta århundra	NA
1817	Bonisev, J T	Statistiska anmärkningar förande fäderneslandets vidare uppkomst	NA
1793	Brask, Hans (1464-1538)	Calendarium oeconomicum afskrifvet ur en gammal hushållsbok efter biskop Brask...af...Per Kylander	NA
1816	Caesar, Gajus Julius	De bello Gallico commentarii, ad editionem secundam societatis Bipontinæ collati	NA
1810	Calén, Daniel (1755-1825)	Vid herr comminister Johan Enelii begrafning uppläst i Tjärstad kyrka d. 26 nov. 1809	NA
1810	Calén, Daniel (1755-1825)	Åminnelse-tal vid prosten öfver Vårdnäs församling...Lars Wikblad begrafning i Wårdnäs kyrka den 29 december 1809	NA
1808	Cato Dionysius	Dionysii Catonis disticha de moribus ad filium	NA
1795	Chesnecopherus, Nils (1574-1622)	Nic. Chesnecopheri bref til rikscantzleren daterat Nyköping d. 19 Febr. åhr 1615	NA
1707	Cicero, Marcus Tullius	Paradoxa, cum paucis Aldi Manuccii et liorum annotationibus, in usum gymnasii Lincopensis	NA
1806	Ek, Jacob (1744-1827)	Minnestal öfver öfverkammarherren... grefven herr Carl G. Piper, hållet, inför Östgöta stifts presterskap första prestmötsdagen den 7 oktober 1805	NA
1795	Elofson, Sven	Utdrag ur Kongl	NA
1728	Fock, Claudius (1651-1732)	Spicilegium philologicum, sive lexicon curiosum continens perplurima scitu, & cognitione dignissima a lexicis & indicibus auctorum errata & præterita, phrases & vocabula Latina antiqua, antiquata, nova, vovata.	NA
1770	Fröling, Magnus Samuel	Index viæ ad veritatem planissimæ seu specimen logicæ reformatæ	NA
1769	Gertten, Carl Mauritz Von (1731-1798)	Aldraödmjukaste memorial [angående förbigång vid befordran	NA
1774	Lissander, Anders (1704-1786)	Beskrifning om jord-pärons plantering	NA
1826	Hedborn, Samuel (1783-1849)	Åminnelse-tal öfver contracts-prosten.	NA
1826	Hederström, Carl Magnus (1782-1869)	Till K.Maj:ts och rikets Götha hof-rätt, besvär mot Lösnings härads-rätts utslag den 28 julii 1826	NA
1795	Herveghr, Daniel	Biskopen i Westerås doctor Johan Rudbecks lefverne, författadt	NA
1725	Hübner, Johann (1668-1731)	Joh. Hubneri brevis introductio ad historiam politicam in usum incipientium adcurata	NA
1782	Hulthin, Jacob (1728-1789)	Justa parentalia viro, dum vixit, in sacram reg. majestatem magnae fidei, reverendissimo patri ac domino, Petro Filenio ... publica oratione gymnastica nomine camenarum Lincopiensium, in auditorio gymnasii majori, beati Martini Lutheri die, anno MDCCLXXX persoluta a Jacobo Hulthin, .	NA
1795	Innocentius Viii, Påve	Afskrift af påfven Innocentii VIII aflatsbref för Häradshammars kyrka i Linköpings stift, gifvet Rom d. 20 april 1488	NA
1806	Iser, Carl (1785-1809)	Svensk entomologi	NA
1794	Juringius, Edmund	Åminnelse-tal öfver...Johan Hinrich Lidén,hållet vid prästmötet i Linköping den 11 sept.1793	NA
1768	Kilander, Anders	Rådman And. Kilanders anförande till domboken, ang. vissa under senare år av magistraten i Vadstena begångna felaktigheter och de uppkomna misshälligheterna mellan vissa av magistratens medlemmar .	NA
1799	Koppe, Johann Benjamin (1903-1953)	Kort religions historia	NA
1793	Kylander, Pehr (1737-1793)	Förteckning på gamla pergaments-bref, som finnas förvarade dels i Linköpings gymn. bibliothek, dels i Wadstena hospitals archivum.[Jämte: Bihang af gamla bref rörande Asby prästegård, efter originalerne, som nu förvaras i Linköpings	NA
1812	Lautier, J B	Bevillings-förslag	NA
1822	Lidman, Sven Fredrik (1784-1845)	Parentalia viro... ecclesiae sviogothicae archiepiscopo... Jacobo Ax. Lindblom coram synodo cleri ostrogothici dicta Lincopiae die 13 sept. 1820	NA
1797	Lindblom, Jacob Axelsson (1746-1819)	Tacksägelse, hållen uti Kaga kyrka den 19 februarii 1797 [över Elias Didricsson	NA
1797	Lindblom, Jacob Axelsson (1746-1819)	Tal vid domprostinnans... Anna Dor. Älfs, född Filenius graf i Linköpings domkyrka den 29 mars 1797	NA
1796	NA	Linköpings allehanda	NA
1793	NA	Linköpings weckotidningar	NA
1794	NA	Linköpingsbladet	NA
1800	NA	Protocoller hållne vid Linköpings magistrat och rådstufvu-rätt angånde de å stadskällaren och arrendatorernes af husbehofs-bränvins tilverkningen ägande bränneri-hus d. 4 jan. 1800 föröfvade våldsamheter m.m	NA
1793	NA	Förteckning på de skådepenningar och mynt, som för det närvarande finnas i Linköpings bibliothek	NA
1819	Lönnström, C Arl J Acob	Ett lätt beskattnings-sätt	NA
1819	Miklin, Johan Adolph (1761-1802)	För begynnare i tonkonsten ...	Petre & rahamsson
1802	Mecklin, J Ohan A Dolf	För begynnare i tonkonsten	NA
1811	NA	Åminnelse tal öfver kyrkoherden herr Eric Julius Modé, vid dess jordfästning uti W.Hargs kyrka 18 7/9 10	NA
1815	Månsson, Anders	Species facti	NA
1815	Odencrantz, Johan Fredrik (1776-1819)	Försök til beskrifning öfver Wårdsbergs socken i Östergöthland	Petre & rahamsson
1766	Nyrén, Carl P	Anmärkningar vid...Johan Ihres nyligen utgifna Svenska Dialectlexicon	NA
1824	NA	Något öfver ungdomens uppfostran, eller hvarföre ernå många goda föräldrar så ringa glädje af sina barn?	NA
1815	Pereswetoff-morath, Anders Wilhelm (1748-1817)	En rust-och rothållares anförande till protocollet, vid de rustandes af Kongl. lifgrenadierregementet hörande, inför konungens befallningshafvande i Östengöthland om ändring och jemkning uti indelningsverket, den 12 februarii 1812	NA
1818	Platen, Baltzar Von (1766-1829)	Yttranden till Högl.ridderskapets och adelns protocoll, vid 1817-1818 års riksdag	NA
1810	Posselt, Ernst Ludv	Konung Gustaf III:s historia	Groth & Petre
1819	NA	Reglor för finger-räkningen	NA
1809	NA	Minne af Christ. Eleon	NA
1816	Dubb, Jonas (1739-1823)	Tacksägelse af Jon Dubb ... upläst den 10 mars och personalier af Carl von Rosenstein, ... uppläste vid rådmannen ... Carl Fredric Steffens begrafnings-act i kyrkan Fredrica Dorothea Wilhelmina i Linköping den 20 Martii 1816	NA
1771	NA	Personalier, öfver för detta... ammiralitets capitain lieutenanten... herr Friedrich Johan Giötherhielm	NA
1822	NA	Kongl	NA
1761	Hesselgren, Eric (1715-1803)	Memoria... Andreae Ol.Rhyzelii. dioeceseos Lincopiensis episcopi... ad Academiam Upsaliensem parentali sermone consignata.	NA
1769	NA	Handlingar, som tydeligen visa att en, som ägt lagligt förordnande til lectors syslas bestridande och löns åtnjutande vid K. Ammiralitets cadet-corpsen i Carlscrona blifvit af högl.Kongl Ammiralitets-collegio derstädes afsatt från både	NA
1799	Lindblom, Jacob Axelsson (1746-1819)	Minne af Carl Laurbeck... prost öfver Bergslags contract ... vid dess graf i Hällestads kyrka d. 10 jan. 1799	NA
1751	Rhyzelius, Andreas Olavi (1677-1761)	Andræ Ol. Rhyzelii ... för minnet mycket lätta vttåg af swenska historien, vti tolf frågor innefattadt; men nu efter then tredie latinska uplagan öfwersatt på swensko. Til trycket befordrat, efter någras åstundan, som icke äro thet lärda tungo-målet särdeles mägtige, och til theras tienst, som vnderwisas i Wadsten-räkninge-schola : Af Joanne Benedicti Sylvenio	NA
1752	Rhyzelius, Anders Ol Ofsson	Episcoposcopia Sviogothica, eller en Swea Göthisk sticht- och biskops-chrönika, om alla Swea- och Götha rikets sticht och biskopar, ifrå början, in til närvarande tid	NA
1809	Rosander-rosenheim, Johan Erik	Saknadens och vänskapens tankar helgade åt minnet af gymnasisten L.C.Ljungberg född 17 10/5 94	NA
1824	Schenmark, Johan (1753-1837)	Pastoral-och prost-expedition för Linköpings stift	NA
1817	Silfversparre, G Ustaf U Lric	Examens-puncter, i frågor och svar för saltpettersjuderie-verkmästare	NA
1822	NA	Några ord till minne af Kongl. maj:ts troman, hof-rättsrådet och häradshöfdingen, välborne herr Thure von Nackrey vid dess jordfästning d. 24 aug. 1821	NA
1796	Nathan, Joël	Tal, hållet uti judiska synagogan i Norrköping den 1 nov. MDCCXCVI	NA
1821	NA	Protocoll, hållna inför rådstugu-rätten i Linköping, vid det af höglofl. Kongl.Götha hof-rätt förordnade vittnes förhör i fiscaliska åtalet mot landshöfdingen m.m. friherre Nieroth, ang. åtskilliga af revisions-secreteraren Wåhlin mot	NA
1799	Sparschuch, Lars	Domprosten i Linköping... Samuel Eric Älfs slägt å fädernet (1-2	NA
1707	Spegel, Haquin (1645-1714)	Then svenska kyrkio historian	NA
1822	Stenhammar, Christian (1783-1866)	Åminnelse-tal öfver bergs-rådet... Nils Dalberg, hållet...vid allmänt prestmöte den 13 sept. 1820	NA
1780	NA	Tabell öfwer konungarne i Sverige, till minneshjelp för begynnare	NA
1748	Torpadius, Daniel Z (1712-1749)	xxx critico-historicum de scholis trivialibus	NA
1761	Trozelius, Clas Blechert (1719-1794)	Orationes parentales in memoriam... Andreae O. Rhyzelii, ad Academiam Lundensem habitae	NA
1751	Törner, Johan	Theses metallurgicæ	NA
1824	NA	J.J.Wallbergs testamente Species facti uti rättegången mellan lieutenanten N.F.Bergenstråhle & lieutenanten C.J.Tisell såsom ombud för lantmäteri-directeuren(!) Samuel Ljunggren, å ena, samt professoren, kyrkoherden...doctor Sundevall	NA
1796	Wallenberg, Marcus (1744-1799)	Syntaxis latina	NA
1740	Wennerberg, Johan	Fondement françois, eller grundelig anledning til det frantzöska språket, begynnarenom til vælment tienst uti den korthet lemnat, at på 24 timar kunna se och læra grundspären i berörde språk	NA
1809	Vergilius Maro, Publius	Opera	NA
1797	NA	Enklaste sättet at med fördel idka kohlning 1797	Björn
1778	NA	Gudeliga tankar om then sanna omwändelsen til Christum och om ett beständigt förblifwande i Christo, utdragne af ett upbyggeligit manuscript och först på tyska utgifne, men sedan, til de enfaldigas tjenst, efter fjerde uplagan, på danska öfwersatte, och nu, i samma afsicht, efter danska öfwersättningen, på swenska förestälte	NA
1810	Wikblad, Anders (1770-1836)	Åminnelse-tal öfver K. H. hof-predikanten, prosten och kyrkoherden i Örtomta herr Nils Aurelius, vid dess jordfästning i Örtomta kyrka d. 13 april 1810	NA
1646	Martini, Jacob (1570-1649)	Jacobi Martini ... Synopsis ethicæ libri duo in qvibus theoremata ethica, . . . proponuntur	NA
1812	NA	Kongl. Maj:ts Nådiga resolution uppå den af Kongl. Maj:ts Befallningshafwande i Östergöthland anmälte underdåniga ansökning om Nådig Stadfästelse å de af Wederbörande för S:t Ragnilds Hälso-Brunn wid Söderköping föreslagne Bolags-Reglor; hwaröfwer Kongl. Maj:ts Collegium Medicum med infordradt underdånigt utlåtande inkommit: Gifwen Stockholms Slott den 19 December 1811	NA
1825	NA	Kongl. Maj:ts Nådiga Skrifwelse till Desz Befallningshafwande i Östergöthland af den 1 December 1812, angående Nyttan af en Paszevolance-Afgift i stället för .	NA
1818	NA	Stadgar för hushålls-sällskapet i Östergöthland	NA
1825	NA	Ordning för den af Kongl. Maj:t i Staden Norrköping inrättade Police-Kammare. Gifven Stockholms Slott den 18 Mars 1825	NA
1825	NA	Stambok för iståndsättandet af S:t Britae eller Kloster-Kyrkan i Wadstena	NA
1826	NA	Stambok för Molilja och Gottfridsdahls Församlingars sammanbyggda Kyrka i Calmare Län och Linköpings Stift	NA
1697	NA	Kongl. May:tz Placat Om Fyra Allmenne, Solenne, Tacksäyelse- Faste- Boot- och Bönedagar, som öfwer heela Swerige, och des underliggiande Provincier, jämwäl Stor-Furstendömmet Finland, samt Est- Lijff- och Ingermanland, hållas och fijras skola uti innewarande Åhr 1697	NA
1698	NA	Kongl. May:tz Placat Om Fyra Allmänne, Solenne, Tacksäyelse Faste- Boot- och Bönedagar, som öfwer heela Sweriges Rijke, Stor-Furstendömet Finland och alla Sweriges Crono tillhörige och underliggiande Förstendömer, Länder och Herskaper högtydeligen hållas och begås skole uthi innewarande Åhr 1698	NA
1699	NA	Kongl. May:tz placat om fyra allmänne solenne, tacksäyelse- faste- boot- och bönedagar, som öfwer hela Sweriges Rijke, Stor-furstendömet Finland och alla Sweriges crono tilhörige förstendömer, länder och härskaper högtijdeligen hållas och begås skole uthi innewarande åhr 1699	NA
1706	NA	Kongl. May:tz Placat Om Fyra allmänne- Solenne- Tacksäyelse- Faste- Bot- och Bönedagar som öfwer hela Sweriges Rjke, Stor-Förstendömet Finland och alla Sweriges Crono tilhörige och underliggiande Förstendömer Länder och Herrskaper högtideligen hållas ock begås skola uti innewarande År 1706. Gifwit Uti Kongl. May:ts Hufwud-Qwarter Blonie den 9. Decemb. År 1705	NA
1706	NA	Kongl. May:tz Twenne Nådigste Bref och Befalningar Til Archie-Biskopen, Angående hwarjehanda willfarande Bijläror och det så kallade Pietisteriet, samt deras straff, som der med beträdas; Det förra af Ravitz den 27 April. 1705. Det senare af Lusuc i Wolynien den 7. Junii 1706, efter befallning af Trycket utfärdade	NA
